ID	PTU	mobility	oriT Family	oriT	oriT_start	oriT_end	oriT_strand	MOB	MOB_start	MOB_end	MOB_strand	Leading Region
NZ_CP039309.1	PTU-E3	MOB-Mobilizable	ColE1	"psT10302A;psT10303b"	43	106	1	MOBP1	1353	2873	-1	From 106 in downstream direction.
NZ_CP039316.1	PTU-E3	MOB-Mobilizable	ColE1	"psT10302A;psT10303b"	1622	1685	1	MOBP1	3	1229	-1	From 1685 in downstream direction.
NZ_CP039323.1	PTU-E3	MOB-Mobilizable	ColE1	psT10303b	5645	5717	1	MOBP1	3701	5227	-1	From 5717 in downstream direction.
NZ_CP039325.1	PTU-E3	MOB-Mobilizable	ColE1	"psT10302A;psT10303b"	985	1048	1	MOBP1	2	592	-1	From 1048 in downstream direction.
NZ_CP039330.1	PTU-E3	MOB-Mobilizable	ColE1	psT10302A	2400	2334	-1	MOBP1	2820	4250	1	From 2334 in upstream direction.
NZ_CP039571.1	PTU-E3	MOB-Mobilizable	ColE1	psT10303b	2767	2839	1	MOBP1	848	2347	-1	From 2839 in downstream direction.
NZ_CP039574.1	PTU-E3	MOB-Mobilizable	ColE1	psT10303b	1459	1387	-1	MOBP1	1879	3378	1	From 1387 in upstream direction.
NZ_CP039606.1	PTU-E3	MOB-Mobilizable	ColE1	psT10303b	4308	4235	-1	MOBP1	1	1536	1	From 4235 in upstream direction.
NZ_CP039720.1	PTU-E3	MOB-Mobilizable	ColE1	psT10303b	3999	3927	-1	MOBP1	1	1500	1	From 3927 in upstream direction.
NZ_CP040027.1	PTU-E3	MOB-Mobilizable	ColE1	psT10303b	4095	4026	-1	MOBP1	4513	4938	1	From 4026 in upstream direction.
NZ_CP040032.1	PTU-E3	MOB-Mobilizable	ColE1	psT10303b	3856	3925	1	MOBP1	1912	3438	-1	From 3925 in downstream direction.
NZ_CP040037.1	PTU-E3	MOB-Mobilizable	ColE1	psT10303b	1685	1754	1	MOBP1	2	1267	-1	From 1754 in downstream direction.
NZ_CP040323.1	PTU-E3	MOB-Mobilizable	ColE1	"psT10302A;psT10303b"	3551	3488	-1	MOBP1	3971	5467	1	From 3488 in upstream direction.
NZ_CP041028.1	PTU-E3	MOB-Mobilizable	ColE1	psT10303b	4150	4077	-1	MOBP1	335	1834	1	From 4077 in upstream direction.
NZ_CP041059.1	PTU-E3	MOB-Mobilizable	ColE1	ColE1	4599	4650	1	MOBP1	3473	4171	-1	From 4650 in downstream direction.
NZ_CP041087.1	PTU-E3	MOB-Mobilizable	ColE1	psT10303b	3731	3659	-1	MOBP1	4148	5359	1	From 3659 in upstream direction.
NZ_CP041088.1	PTU-E3	MOB-Mobilizable	ColE1	psT10303b	142	214	1	MOBP1	2269	3777	-1	From 214 in downstream direction.
NZ_CP042491.1	PTU-E3	MOB-Mobilizable	ColE1	psT10303b	3081	3154	1	MOBP1	1155	2660	-1	From 3154 in downstream direction.
NZ_CP042528.1	PTU-E3	MOB-Mobilizable	ColE1	psT10303b	4300	4372	1	MOBP1	2373	3878	-1	From 4372 in downstream direction.
NZ_CP042529.1	PTU-E3	MOB-Mobilizable	ColE1	"psT10302A;psT10303b"	2419	2482	1	MOBP1	506	2026	-1	From 2482 in downstream direction.
NZ_CP042543.1	PTU-E3	MOB-Mobilizable	ColE1	psT10303b	4315	4243	-1	MOBP1	3	1304	1	From 4243 in upstream direction.
NZ_CP042544.1	PTU-E3	MOB-Mobilizable	ColE1	"psT10302A;psT10303b"	1934	1871	-1	MOBP1	2327	3223	1	From 1871 in upstream direction.
NZ_CP042554.1	PTU-E3	MOB-Mobilizable	ColE1	psT10303b	2930	3000	1	MOBP1	1017	2510	-1	From 3000 in downstream direction.
NZ_CP042569.1	PTU-E3	MOB-Mobilizable	ColE1	psT10303b	1723	1651	-1	MOBP1	2145	3650	1	From 1651 in upstream direction.
NZ_CP042570.1	PTU-E3	MOB-Mobilizable	ColE1	"psT10302A;psT10303b"	2803	2866	1	MOBP1	890	2410	-1	From 2866 in downstream direction.
NZ_CP042575.1	PTU-E3	MOB-Mobilizable	ColE1	psT10303b	145	214	1	MOBP1	3138	4643	-1	From 214 in downstream direction.
NZ_CP042623.1	PTU-E3	MOB-Mobilizable	ColE1	psT10303b	76	149	1	MOBP1	2928	4403	-1	From 149 in downstream direction.
NZ_CP042648.1	PTU-E3	MOB-Mobilizable	ColE1	psT10303b	1093	1021	-1	MOBP1	1510	3018	1	From 1021 in upstream direction.
NZ_CP043510.1	PTU-E3	MOB-Mobilizable	ColE1	psT10303b	3486	3556	1	MOBP1	1567	3066	-1	From 3556 in downstream direction.
NZ_CP043663.1	PTU-E3	MOB-Mobilizable	ColE1	psT10302A	2773	2837	1	MOBP1	851	2347	-1	From 2837 in downstream direction.
NZ_CP044040.1	PTU-E3	MOB-Mobilizable	ColE1	"psT10302A;psT10303b"	2415	2352	-1	MOBP1	2808	3221	1	From 2352 in upstream direction.
NZ_CP044052.1	PTU-E3	MOB-Mobilizable	ColE1	psT10303b	2737	2665	-1	MOBP1	3154	4662	1	From 2665 in upstream direction.
NZ_CP044112.1	PTU-E3	MOB-Mobilizable	ColE1	"psT10302A;psT10303b"	419	356	-1	MOBP1	812	2332	1	From 356 in upstream direction.
NZ_CP044113.1	PTU-E3	MOB-Mobilizable	ColE1	psT10303b	1344	1274	-1	MOBP1	1765	3264	1	From 1274 in upstream direction.
NZ_CP044373.1	PTU-E3	MOB-Mobilizable	ColE1	psT10303b	4139	4211	1	MOBP1	2214	3749	-1	From 4211 in downstream direction.
NZ_CP044392.1	PTU-E3	MOB-Mobilizable	ColE1	psT10303b	326	396	1	MOBP1	2232	3758	-1	From 396 in downstream direction.
NZ_CP045021.1	PTU-E3	MOB-Mobilizable	ColE1	psT10303b	1223	1296	1	MOBP1	3	806	-1	From 1296 in downstream direction.
NZ_CP045765.1	PTU-E3	MOB-Mobilizable	ColE1	ColE1	2640	2692	1	MOBP1	710	2209	-1	From 2692 in downstream direction.
NZ_CP045948.1	PTU-E3	MOB-Mobilizable	ColE1	psT10303b	647	575	-1	MOBP1	1068	2582	1	From 575 in upstream direction.
NZ_CP046350.1	PTU-E3	MOB-Mobilizable	ColE1	ColE1	3762	3821	1	MOBP1	1821	3335	-1	From 3821 in downstream direction.
NZ_CP047456.1	PTU-E3	MOB-Mobilizable	ColE1	ColE1	2242	2185	-1	MOBP1	2667	4163	1	From 2185 in upstream direction.
NZ_CP047462.1	PTU-E3	MOB-Mobilizable	ColE1	ColE1	4306	4363	1	MOBP1	2385	3881	-1	From 4363 in downstream direction.
NZ_CP048358.1	PTU-E3	MOB-Mobilizable	ColE1	"psT10302A;psT10303b"	1016	1079	1	MOBP1	3	623	-1	From 1079 in downstream direction.
NZ_LT985246.1	PTU-E3	MOB-Mobilizable	ColE1	ColE1	4072	4124	1	MOBP1	2967	3641	-1	From 4124 in downstream direction.
NC_012916.1	PTU-E76	oriT-Mobilizable	ColE1	psT10303b	1577	1650	1	NA	NA	NA	NA	From  1650  in downstream direction.
NC_013782.1	PTU-E76	oriT-Mobilizable	ColE1	psT10303b	2158	2230	1	NA	NA	NA	NA	From  2230  in downstream direction.
NC_017444.1	PTU-E76	oriT-Mobilizable	ColE1	psT10303b	1314	1242	-1	NA	NA	NA	NA	From  1242  in upstream direction.
NC_019084.1	PTU-E76	oriT-Mobilizable	ColE1	psT10303b	857	785	-1	NA	NA	NA	NA	From  785  in upstream direction.
NC_019085.1	PTU-E76	oriT-Mobilizable	ColE1	psT10303b	857	785	-1	NA	NA	NA	NA	From  785  in upstream direction.
NC_019086.1	PTU-E76	oriT-Mobilizable	ColE1	psT10303b	1785	1858	1	NA	NA	NA	NA	From  1858  in downstream direction.
NC_019101.1	PTU-E76	oriT-Mobilizable	ColE1	psT10303b	2456	2383	-1	NA	NA	NA	NA	From  2383  in upstream direction.
NC_019103.1	PTU-E76	oriT-Mobilizable	ColE1	psT10303b	1628	1701	1	NA	NA	NA	NA	From  1701  in downstream direction.
NC_019279.1	PTU-E76	oriT-Mobilizable	ColE1	psT10303b	858	785	-1	NA	NA	NA	NA	From  785  in upstream direction.
NC_023912.1	PTU-E76	oriT-Mobilizable	ColE1	psT10303b	78	147	1	NA	NA	NA	NA	From  147  in downstream direction.
NZ_AP019680.1	PTU-E76	oriT-Mobilizable	ColE1	psT10303b	2340	2269	-1	NA	NA	NA	NA	From  2269  in upstream direction.
NZ_CP010162.1	PTU-E76	oriT-Mobilizable	ColE1	"psT10302A;psT10303b"	2604	2542	-1	NA	NA	NA	NA	From  2542  in upstream direction.
NZ_CP010165.1	PTU-E76	oriT-Mobilizable	ColE1	ColE1	728	779	1	NA	NA	NA	NA	From  779  in downstream direction.
NZ_CP011585.1	PTU-E76	oriT-Mobilizable	ColE1	psT10303b	467	540	1	NA	NA	NA	NA	From  540  in downstream direction.
NZ_CP011603.1	PTU-E76	oriT-Mobilizable	ColE1	psT10303b	1545	1476	-1	NA	NA	NA	NA	From  1476  in upstream direction.
NZ_CP011625.1	PTU-E76	oriT-Mobilizable	ColE1	psT10303b	1424	1351	-1	NA	NA	NA	NA	From  1351  in upstream direction.
NZ_CP011651.1	PTU-E76	oriT-Mobilizable	ColE1	psT10303b	653	584	-1	NA	NA	NA	NA	From  584  in upstream direction.
NZ_CP021465.1	PTU-E76	oriT-Mobilizable	ColE1	psT10303b	871	800	-1	NA	NA	NA	NA	From  800  in upstream direction.
NZ_CP023891.1	PTU-E76	oriT-Mobilizable	ColE1	ColE1	472	531	1	NA	NA	NA	NA	From  531  in downstream direction.
NZ_CP023906.1	PTU-E76	oriT-Mobilizable	ColE1	psT10303b	1437	1366	-1	NA	NA	NA	NA	From  1366  in upstream direction.
NZ_CP023982.1	PTU-E76	oriT-Mobilizable	ColE1	ColE1	2776	2727	-1	NA	NA	NA	NA	From  2727  in upstream direction.
NZ_CP024197.1	PTU-E76	oriT-Mobilizable	ColE1	"psT10302A;psT10303b"	1679	1617	-1	NA	NA	NA	NA	From  1617  in upstream direction.
NZ_CP024520.1	PTU-E76	oriT-Mobilizable	ColE1	psT10303b	1437	1510	1	NA	NA	NA	NA	From  1510  in downstream direction.
NZ_CP024527.1	PTU-E76	oriT-Mobilizable	ColE1	"psT10302A;psT10303b"	3122	3060	-1	NA	NA	NA	NA	From  3060  in upstream direction.
NZ_CP024534.1	PTU-E76	oriT-Mobilizable	ColE1	"psT10302A;psT10303b"	1726	1788	1	NA	NA	NA	NA	From  1788  in downstream direction.
NZ_CP024541.1	PTU-E76	oriT-Mobilizable	ColE1	"psT10302A;psT10303b"	3065	3003	-1	NA	NA	NA	NA	From  3003  in upstream direction.
NZ_CP024555.1	PTU-E76	oriT-Mobilizable	ColE1	"psT10302A;psT10303b"	654	716	1	NA	NA	NA	NA	From  716  in downstream direction.
NZ_CP024562.1	PTU-E76	oriT-Mobilizable	ColE1	"psT10302A;psT10303b"	654	716	1	NA	NA	NA	NA	From  716  in downstream direction.
NZ_CP024569.1	PTU-E76	oriT-Mobilizable	ColE1	"psT10302A;psT10303b"	2293	2231	-1	NA	NA	NA	NA	From  2231  in upstream direction.
NZ_CP024575.1	PTU-E76	oriT-Mobilizable	ColE1	"psT10302A;psT10303b"	1370	1432	1	NA	NA	NA	NA	From  1432  in downstream direction.
NZ_CP025247.1	PTU-E76	oriT-Mobilizable	ColE1	psT10303b	1457	1530	1	NA	NA	NA	NA	From  1530  in downstream direction.
NZ_CP028466.1	PTU-E76	oriT-Mobilizable	ColE1	ColE1	546	603	1	NA	NA	NA	NA	From  603  in downstream direction.
NZ_CP030184.1	PTU-E76	oriT-Mobilizable	ColE1	psT10303b	1631	1560	-1	NA	NA	NA	NA	From  1560  in upstream direction.
NZ_CP030193.1	PTU-E76	oriT-Mobilizable	ColE1	psT10303b	1162	1091	-1	NA	NA	NA	NA	From  1091  in upstream direction.
NZ_CP030230.1	PTU-E76	oriT-Mobilizable	ColE1	psT10303b	1461	1388	-1	NA	NA	NA	NA	From  1388  in upstream direction.
NZ_CP030349.1	PTU-E76	oriT-Mobilizable	ColE1	psT10303b	1477	1408	-1	NA	NA	NA	NA	From  1408  in upstream direction.
NZ_CP034828.1	PTU-E76	oriT-Mobilizable	ColE1	psT10303b	588	661	1	NA	NA	NA	NA	From  661  in downstream direction.
NZ_CP035361.1	PTU-E76	oriT-Mobilizable	ColE1	psT10303b	1947	1876	-1	NA	NA	NA	NA	From  1876  in upstream direction.
NZ_CP035388.1	PTU-E76	oriT-Mobilizable	ColE1	psT10303b	1101	1174	1	NA	NA	NA	NA	From  1174  in downstream direction.
NZ_CP037448.1	PTU-E76	oriT-Mobilizable	ColE1	psT10303b	2727	2800	1	NA	NA	NA	NA	From  2800  in downstream direction.
NZ_CP037741.1	PTU-E76	oriT-Mobilizable	ColE1	psT10303b	1669	1600	-1	NA	NA	NA	NA	From  1600  in upstream direction.
NZ_CP039275.1	PTU-E76	oriT-Mobilizable	ColE1	psT10303b	1286	1215	-1	NA	NA	NA	NA	From  1215  in upstream direction.
NZ_CP039276.1	PTU-E76	oriT-Mobilizable	ColE1	psT10303b	730	801	1	NA	NA	NA	NA	From  801  in downstream direction.
NZ_CP039310.1	PTU-E76	oriT-Mobilizable	ColE1	psT10303b	1311	1384	1	NA	NA	NA	NA	From  1384  in downstream direction.
NZ_CP039317.1	PTU-E76	oriT-Mobilizable	ColE1	psT10303b	1749	1676	-1	NA	NA	NA	NA	From  1676  in upstream direction.
NZ_CP039326.1	PTU-E76	oriT-Mobilizable	ColE1	psT10303b	1956	2029	1	NA	NA	NA	NA	From  2029  in downstream direction.
NZ_CP039508.1	PTU-E76	oriT-Mobilizable	ColE1	psT10303b	2422	2349	-1	NA	NA	NA	NA	From  2349  in upstream direction.
NZ_CP039515.1	PTU-E76	oriT-Mobilizable	ColE1	psT10303b	2293	2220	-1	NA	NA	NA	NA	From  2220  in upstream direction.
NZ_CP039609.1	PTU-E76	oriT-Mobilizable	ColE1	psT10303b	2542	2469	-1	NA	NA	NA	NA	From  2469  in upstream direction.
NZ_CP042503.1	PTU-E76	oriT-Mobilizable	ColE1	psT10303b	3378	3309	-1	NA	NA	NA	NA	From  3309  in upstream direction.
NZ_CP042614.1	PTU-E76	oriT-Mobilizable	ColE1	psT10303b	981	1052	1	NA	NA	NA	NA	From  1052  in downstream direction.
NZ_CP044304.1	PTU-E76	oriT-Mobilizable	ColE1	"psT10302A;psT10303b"	1409	1472	1	NA	NA	NA	NA	From  1472  in downstream direction.
NZ_CP044965.1	PTU-E76	oriT-Mobilizable	ColE1	psT10302A	1732	1666	-1	NA	NA	NA	NA	From  1666  in upstream direction.
NZ_CP045445.1	PTU-E76	oriT-Mobilizable	ColE1	psT10303b	957	1029	1	NA	NA	NA	NA	From  1029  in downstream direction.
NZ_CP045448.1	PTU-E76	oriT-Mobilizable	ColE1	psT10303b	956	1028	1	NA	NA	NA	NA	From  1028  in downstream direction.
NZ_CP046339.1	PTU-E76	oriT-Mobilizable	ColE1	psT10303b	629	556	-1	NA	NA	NA	NA	From  556  in upstream direction.
NZ_CP048356.1	PTU-E76	oriT-Mobilizable	ColE1	"psT10302A;psT10303b"	2613	2551	-1	NA	NA	NA	NA	From  2551  in upstream direction.
NZ_LS997976.1	PTU-E76	oriT-Mobilizable	ColE1	psT10303b	2052	1981	-1	NA	NA	NA	NA	From  1981  in upstream direction.
NZ_LT985290.1	PTU-E76	oriT-Mobilizable	ColE1	"psT10302A;psT10303b"	3367	3429	1	NA	NA	NA	NA	From  3429  in downstream direction.
NC_007675.1	PTU-E81	Conjugative	F	ColB4	38871	38748	-1	MOBF	7332	12602	-1	From 38871 in downstream direction.
NC_009837.1	PTU-E81	Conjugative	F	F	18384	18095	-1	MOBF	44558	49828	1	From 18095 in upstream direction.
NC_010409.1	PTU-E81	Conjugative	F	F	126811	127100	1	MOBF	94760	100030	-1	From 127100 in downstream direction.
NC_010488.1	PTU-E81	Conjugative	F	ColB4	37233	37110	-1	MOBF	5854	11124	-1	From 37233 in downstream direction.
NC_011076.1	PTU-E81	Conjugative	F	F	51468	51758	1	MOBF	21242	26512	-1	From 51758 in downstream direction.
NC_011747.1	PTU-E81	Conjugative	F	F	49568	49278	-1	MOBF	74474	79744	1	From 49278 in upstream direction.
NC_011980.1	PTU-E81	oriT-Mobilizable	F	F	48127	48416	1	NA	NA	NA	NA	From  48416  in downstream direction.
NC_017659.1	PTU-E81	decay Conjugative	F	F	100717	101006	1	MOBF	83068	88338	-1	From 101006 in downstream direction.
NC_018954.1	PTU-E81	Conjugative	F	F	51468	51758	1	MOBF	21242	26512	-1	From 51758 in downstream direction.
NC_018966.1	PTU-E81	Conjugative	F	F	51466	51756	1	MOBF	21241	26511	-1	From 51756 in downstream direction.
NC_020271.1	PTU-E81	oriT-Mobilizable	F	R1	56806	56738	-1	NA	NA	NA	NA	From  56738  in upstream direction.
NC_023327.1	PTU-E81	decay Conjugative	F	ColB4	109403	109526	1	MOBF	116201	119425	1	From 109403 in upstream direction.
NC_024956.1	PTU-E81	Conjugative	F	F	80197	80486	1	MOBF	48660	53930	-1	From 80486 in downstream direction.
NC_025139.1	PTU-E81	Conjugative	F	F	139720	140009	1	MOBF	108183	113453	-1	From 140009 in downstream direction.
NC_025175.1	PTU-E81	Conjugative	F	F	47632	47921	1	MOBF	16095	21365	-1	From 47921 in downstream direction.
NC_025179.1	PTU-E81	Conjugative	F	F	110276	109987	-1	MOBF	136568	141838	1	From 109987 in upstream direction.
NZ_AP019676.1	PTU-E81	Conjugative	F	ColB4	117494	117371	-1	MOBF	86054	91324	-1	From 117494 in downstream direction.
NZ_CP005931.1	PTU-E81	Conjugative	F	ColB4	134935	135058	1	MOBF	38245	43515	-1	From 135058 in downstream direction.
NZ_CP006635.1	PTU-E81	Conjugative	F	F	54448	54737	1	MOBF	22940	28210	-1	From 54737 in downstream direction.
NZ_CP009579.1	PTU-E81	Conjugative	F	ColB4	65149	65268	1	MOBF	93161	98431	1	From 65149 in upstream direction.
NZ_CP010141.1	PTU-E81	Conjugative	F	F	122268	121979	-1	MOBF	148506	153776	1	From 121979 in upstream direction.
NZ_CP010147.1	PTU-E81	oriT-Mobilizable	F	F	50635	50346	-1	NA	NA	NA	NA	From  50346  in upstream direction.
NZ_CP010149.1	PTU-E81	Conjugative	F	F	57089	57378	1	MOBF	25581	30851	-1	From 57378 in downstream direction.
NZ_CP010158.1	PTU-E81	Conjugative	F	F	28700	28989	1	MOBF	123534	125942	-1	From 28989 in downstream direction.
NZ_CP010232.1	PTU-E81	Conjugative	F	ColB4	63026	62903	-1	MOBF	31557	36827	-1	From 63026 in downstream direction.
NZ_CP010316.1	PTU-E81	Conjugative	F	F	84789	84497	-1	MOBF	109727	114997	1	From 84497 in upstream direction.
NZ_CP011916.1	PTU-E81	Conjugative	F	ColB4	10542	10419	-1	MOBF	90011	95281	-1	From 10542 in downstream direction.
NZ_CP012113.1	PTU-E81	decay Conjugative	F	F	52170	52410	1	MOBF	21985	25122	-1	From 52410 in downstream direction.
NZ_CP012636.1	PTU-E81	Conjugative	F	F	133214	133504	1	MOBF	103068	108338	-1	From 133504 in downstream direction.
NZ_CP018775.2	PTU-E81	Conjugative	F	F	79428	79139	-1	MOBF	109535	114805	1	From 79139 in upstream direction.
NZ_CP018994.1	PTU-E81	Conjugative	F	F	63578	63868	1	MOBF	33432	38702	-1	From 63868 in downstream direction.
NZ_CP019007.1	PTU-E81	Conjugative	F	F	12983	12694	-1	MOBF	39250	44520	1	From 12694 in upstream direction.
NZ_CP019018.1	PTU-E81	Conjugative	F	F	105284	105573	1	MOBF	73704	78974	-1	From 105573 in downstream direction.
NZ_CP019055.1	PTU-E81	decay Conjugative	F	F	153633	153344	-1	MOBF	166091	171361	1	From 153344 in upstream direction.
NZ_CP019247.1	PTU-E81	Conjugative	F	ColB4	116113	116236	1	MOBF	142240	147510	1	From 116113 in upstream direction.
NZ_CP019251.1	PTU-E81	Conjugative	F	F	126439	126150	-1	MOBF	153278	158548	1	From 126150 in upstream direction.
NZ_CP019268.1	PTU-E81	oriT-Mobilizable	F	F	117675	117386	-1	NA	NA	NA	NA	From  117386  in upstream direction.
NZ_CP019282.1	PTU-E81	Conjugative	F	F	114203	113914	-1	MOBF	140441	145711	1	From 113914 in upstream direction.
NZ_CP020546.1	PTU-E81	Conjugative	F	F	68029	67738	-1	MOBF	94386	98981	1	From 67738 in upstream direction.
NZ_CP020934.1	PTU-E81	Conjugative	F	F	100021	100310	1	MOBF	68513	73783	-1	From 100310 in downstream direction.
NZ_CP021087.1	PTU-E81	Conjugative	F	F	124886	125175	1	MOBF	93378	98648	-1	From 125175 in downstream direction.
NZ_CP021728.1	PTU-E81	Conjugative	F	F	134410	134121	-1	MOBF	160678	165948	1	From 134121 in upstream direction.
NZ_CP022166.1	PTU-E81	Conjugative	F	R1	135150	135082	-1	MOBF	163989	169259	1	From 135082 in upstream direction.
NZ_CP022731.1	PTU-E81	Conjugative	F	ColB4	171624	171747	1	MOBF	3	3449	1	From 171624 in upstream direction.
NZ_CP022732.1	PTU-E81	Conjugative	F	F	94600	94311	-1	MOBF	5900	11170	1	From 94311 in upstream direction.
NZ_CP023363.1	PTU-E81	Conjugative	F	F	60906	60616	-1	MOBF	85782	91052	1	From 60616 in upstream direction.
NZ_CP023384.1	PTU-E81	Conjugative	F	ColB4	105504	105381	-1	MOBF	73950	79220	-1	From 105504 in downstream direction.
NZ_CP024140.1	PTU-E81	Conjugative	F	F	119856	120145	1	MOBF	87087	92357	-1	From 120145 in downstream direction.
NZ_CP025403.1	PTU-E81	Conjugative	F	F	46234	45944	-1	MOBF	73536	78806	1	From 45944 in upstream direction.
NZ_CP026494.1	PTU-E81	Conjugative	F	ColB4	157212	157089	-1	MOBF	125658	130928	-1	From 157212 in downstream direction.
NZ_CP026643.1	PTU-E81	oriT-Mobilizable	F	F	100763	100474	-1	NA	NA	NA	NA	From  100474  in upstream direction.
NZ_CP026854.1	PTU-E81	Conjugative	F	F	32920	32630	-1	MOBF	57825	63095	1	From 32630 in upstream direction.
NZ_CP026940.1	PTU-E81	Conjugative	F	F	114823	115113	1	MOBF	84677	89947	-1	From 115113 in downstream direction.
NZ_CP027357.1	PTU-E81	Conjugative	F	F	93266	92977	-1	MOBF	122073	126347	1	From 92977 in upstream direction.
NZ_CP029243.1	PTU-E81	Conjugative	F	ColB4	52965	52842	-1	MOBF	21551	26821	-1	From 52965 in downstream direction.
NZ_CP029744.1	PTU-E81	Conjugative	F	F	23234	23523	1	MOBF	108889	114159	-1	From 23523 in downstream direction.
NZ_CP030791.1	PTU-E81	Conjugative	F	ColB4	146614	146491	-1	MOBF	115066	120336	-1	From 146614 in downstream direction.
NZ_CP031107.1	PTU-E81	Conjugative	F	F	52994	53283	1	MOBF	21423	26693	-1	From 53283 in downstream direction.
NZ_CP032263.1	PTU-E81	Conjugative	F	F	5238	4949	-1	MOBF	34006	39276	1	From 4949 in upstream direction.
NZ_CP033091.2	PTU-E81	Conjugative	F	F	86409	86699	1	MOBF	56234	61504	-1	From 86699 in downstream direction.
NZ_CP034739.1	PTU-E81	Conjugative	F	ColB4	136848	136725	-1	MOBF	105451	110721	-1	From 136848 in downstream direction.
NZ_CP041299.1	PTU-E81	oriT-Mobilizable	F	ColB4	193893	194017	1	NA	NA	NA	NA	From  193893  in upstream direction.
NZ_CP041301.1	PTU-E81	oriT-Mobilizable	F	F	5482	5770	1	NA	NA	NA	NA	From  5770  in downstream direction.
NZ_CP041303.1	PTU-E81	Conjugative	F	F	2265	2554	1	MOBF	125957	131227	-1	From 2554 in downstream direction.
NZ_CP041580.1	PTU-E81	oriT-Mobilizable	F	R1	101319	101251	-1	NA	NA	NA	NA	From  101251  in upstream direction.
NZ_CP041582.1	PTU-E81	oriT-Mobilizable	F	R1	31278	31346	1	NA	NA	NA	NA	From  31346  in downstream direction.
NZ_CP042586.1	PTU-E81	Conjugative	F	ColB4	118159	118036	-1	MOBF	86753	92023	-1	From 118159 in downstream direction.
NZ_CP043952.1	PTU-E81	Conjugative	F	ColB4	109400	109523	1	MOBF	135684	140954	1	From 109400 in upstream direction.
NZ_CP046718.1	PTU-E81	Conjugative	F	F	137454	137743	1	MOBF	107668	112938	-1	From 137743 in downstream direction.
NZ_CP047577.1	PTU-E81	Conjugative	F	F	50947	50658	-1	MOBF	79754	85024	1	From 50658 in upstream direction.
NZ_CP047667.1	PTU-E81	Conjugative	F	ColB4	42409	42286	-1	MOBF	9645	14915	-1	From 42409 in downstream direction.
NZ_CP047878.1	PTU-E81	Conjugative	F	ColB4	113252	113129	-1	MOBF	80488	85758	-1	From 113252 in downstream direction.
NZ_CP049102.1	PTU-E81	Conjugative	F	R1	117268	117336	1	MOBF	85694	90964	-1	From 117336 in downstream direction.
NZ_CP049349.1	PTU-E81	decay Conjugative	F	ColB4	11167	11044	-1	MOBF	174009	179279	-1	From 11167 in downstream direction.
NZ_CP049355.1	PTU-E81	Conjugative	F	F	130928	131217	1	MOBF	99420	104690	-1	From 131217 in downstream direction.
NZ_CP049937.1	PTU-E81	Conjugative	F	ColB4	59368	59245	-1	MOBF	29079	34349	-1	From 59368 in downstream direction.
NZ_CP051224.1	PTU-E81	decay Conjugative	F	F	114534	114823	1	MOBF	100039	105309	-1	From 114823 in downstream direction.
NZ_LR025097.1	PTU-E81	Conjugative	F	F	13101	12812	-1	MOBF	39367	44637	1	From 12812 in upstream direction.
NZ_LR740759.1	PTU-E81	Conjugative	F	ColB4	161508	161631	1	MOBF	187792	192789	1	From 161508 in upstream direction.
NZ_LS992167.1	PTU-E81	Conjugative	F	F	14695	14984	1	MOBF	148919	154189	-1	From 14984 in downstream direction.
NZ_LT985293.1	PTU-E81	Conjugative	F	F	86454	86743	1	MOBF	54947	60217	-1	From 86743 in downstream direction.
NZ_LT985319.1	PTU-E81	Conjugative	F	F	2377	2088	-1	MOBF	28642	33912	1	From 2088 in upstream direction.
NZ_CP018455.1	PTU-E84	oriT-Mobilizable	F	ColB4	133365	133242	-1	NA	NA	NA	NA	From  133365  in downstream direction.
NZ_CP023934.1	PTU-E84	oriT-Mobilizable	F	ColB4	10321	10444	1	NA	NA	NA	NA	From  10321  in upstream direction.
NZ_CP023942.1	PTU-E84	Conjugative	F	ColB4	120857	120734	-1	MOBF	88106	93241	-1	From 120857 in downstream direction.
NZ_CP025458.1	PTU-E84	oriT-Mobilizable	F	ColB4	95303	95426	1	NA	NA	NA	NA	From  95303  in upstream direction.
NZ_CP025463.1	PTU-E84	oriT-Mobilizable	F	ColB4	86167	86044	-1	NA	NA	NA	NA	From  86167  in downstream direction.
NZ_CP025952.1	PTU-E84	Conjugative	F	ColB4	82350	82473	1	MOBF	3882	9017	-1	From 82473 in downstream direction.
NZ_CP026131.1	PTU-E84	oriT-Mobilizable	F	ColB4	115230	115107	-1	NA	NA	NA	NA	From  115230  in downstream direction.
NZ_CP026141.1	PTU-E84	oriT-Mobilizable	F	ColB4	16269	16146	-1	NA	NA	NA	NA	From  16269  in downstream direction.
NZ_CP026584.1	PTU-E84	Conjugative	F	ColB4	43082	43205	1	MOBF	70698	75833	1	From 43082 in upstream direction.
NZ_CP026589.1	PTU-E84	oriT-Mobilizable	F	ColB4	40971	41094	1	NA	NA	NA	NA	From  40971  in upstream direction.
NZ_CP028541.2	PTU-E84	Conjugative	F	ColB4	40425	40548	1	MOBF	68041	73176	1	From 40425 in upstream direction.
NZ_CP028790.1	PTU-E84	oriT-Mobilizable	F	ColB4	40425	40548	1	NA	NA	NA	NA	From  40425  in upstream direction.
NZ_CP028796.1	PTU-E84	oriT-Mobilizable	F	ColB4	38336	38459	1	NA	NA	NA	NA	From  38336  in upstream direction.
NZ_CP029225.1	PTU-E84	Conjugative	F	ColB4	38330	38453	1	MOBF	65937	71072	1	From 38330 in upstream direction.
